Force_Target_N,Force_Actual_N,Stress_N_per_cm2,Aspect_Ratio_b_a,muscle_b_cm,muscle_a_cm,Volume_cm3,Am,Rho,Initial_Length_cm,Prestretch_Final_Length_cm,Prestretch_Elongation_cm,Prestretch_Strain,Max_Length_cm,Min_Length_cm,ROM_cm,Contraction_Strain,Completed_Date
30,29.998601,2.49296087,10.1000,35.035970,3.468908,421.6,550,10.534,35.03597000000001,49.307001087677094,14.271031087677084,.407325,49.307009429161575,40.82323972256077,8.483769706600805,.242144,Sa 28. Feb 20:13:10 CET 2026
0,0,0,10.1000,35.035970,3.468908,421.6,550,10.575,35.03597000000001,35.03597000000001,0,0,35.0359705394184,31.003184492396144,4.032786047022256,.115104,Sa 28. Feb 20:13:44 CET 2026
6,5.999720,.49859215,10.1000,35.035970,3.468908,421.6,550,10.575,35.03597000000001,36.7842509797452,1.74828097974519,.049899,36.78425187887622,32.14160892127465,4.64264295760157,.132510,Sa 28. Feb 20:13:50 CET 2026
33,32.998461,2.74225695,10.1000,35.035970,3.468908,421.6,550,10.534,35.03597000000001,51.639036041942006,16.603066041941996,.473886,51.63904698065118,42.334793688951464,9.304253291699716,.265562,Sa 28. Feb 20:13:52 CET 2026
3,2.999860,.24929607,10.1000,35.035970,3.468908,421.6,550,10.575,35.03597000000001,35.86885584183988,.83288584183987,.023772,35.868856536093375,31.54818830639944,4.320668229693935,.123320,Sa 28. Feb 20:13:55 CET 2026
39,38.998181,3.24084911,10.1000,35.035970,3.468908,421.6,550,10.534,35.03597000000001,56.10670649082197,21.07073649082196,.601402,56.106723786250775,48.73690929651796,7.369814489732815,.210349,Sa 28. Feb 20:14:22 CET 2026
12,11.999440,.99718431,10.1000,35.035970,3.468908,421.6,550,10.575,35.03597000000001,38.923029152815396,3.887059152815386,.110944,38.92303069275128,33.500227268985846,5.422803423765434,.154778,Sa 28. Feb 20:14:27 CET 2026
45,44.997902,3.73944136,10.1000,35.035970,3.468908,421.6,550,10.534,35.03597000000001,59.796814373627356,24.760844373627346,.706726,59.79683839617635,54.92173984964124,4.87509854653511,.139145,Sa 28. Feb 20:14:32 CET 2026
42,41.998042,3.49014528,10.1000,35.035970,3.468908,421.6,550,10.534,35.03597000000001,58.06077042174096,23.02480042174095,.657176,58.06079111827272,52.27017950986461,5.79061160840811,.165276,Sa 28. Feb 20:14:33 CET 2026
36,35.998321,2.99155303,10.1000,35.035970,3.468908,421.6,550,10.534,35.03597000000001,53.94496589738178,18.90899589738177,.539702,53.944979842773094,44.96784734810737,8.977132494665724,.256226,Sa 28. Feb 20:14:42 CET 2026
9,8.999580,.74788823,10.1000,35.035970,3.468908,421.6,550,10.575,35.03597000000001,37.79647325182857,2.76050325182856,.078790,37.79647442535963,32.784623169130356,5.011851256229274,.143048,Sa 28. Feb 20:14:43 CET 2026
18,17.999160,1.49577647,10.1000,35.035970,3.468908,421.6,550,10.575,35.03597000000001,41.60751560202958,6.57154560202957,.187565,41.60751824160994,35.25929591183676,6.34822232977318,.181191,Sa 28. Feb 20:14:57 CET 2026
15,14.999300,1.24648039,10.1000,35.035970,3.468908,421.6,550,10.575,35.03597000000001,40.185097038609435,5.149127038609425,.146966,40.18509906000334,34.32101364420572,5.86408541579762,.167373,Sa 28. Feb 20:15:01 CET 2026
21,20.999021,1.74507264,10.1000,35.035970,3.468908,421.6,550,10.575,35.03597000000001,43.21724587620357,8.18127587620356,.233510,43.21724942127007,36.33751694141402,6.87973247985605,.196361,Sa 28. Feb 20:15:36 CET 2026
30,29.998601,2.49296087,10.1000,35.035970,3.468908,421.6,550,10.575,35.03597000000001,49.307001087677094,14.271031087677084,.407325,49.307009506255554,40.83585086017681,8.471158646078744,.241784,Sa 28. Feb 20:16:21 CET 2026
27,26.998741,2.24366480,10.1000,35.035970,3.468908,421.6,550,10.575,35.03597000000001,47.07789480686456,12.04192480686455,.343701,47.07790112978176,39.32668735477089,7.75121377501087,.221235,Sa 28. Feb 20:16:23 CET 2026
24,23.998881,1.99436872,10.1000,35.035970,3.468908,421.6,550,10.575,35.03597000000001,45.03806991821902,10.00209991821901,.285480,45.0380746514421,37.62307169106915,7.41500296037295,.211639,Sa 28. Feb 20:16:47 CET 2026
33,32.998461,2.74225695,10.1000,35.035970,3.468908,421.6,550,10.575,35.03597000000001,51.639036041942006,16.603066041941996,.473886,51.63904707827493,42.35837630721833,9.28067077105660,.264889,Sa 28. Feb 20:18:50 CET 2026
36,35.998321,2.99155303,10.1000,35.035970,3.468908,421.6,550,10.575,35.03597000000001,53.94496589738178,18.90899589738177,.539702,53.944979961679756,45.01241863356341,8.932561328116346,.254954,Sa 28. Feb 20:19:56 CET 2026
39,38.998181,3.24084911,10.1000,35.035970,3.468908,421.6,550,10.575,35.03597000000001,56.10670649082197,21.07073649082196,.601402,56.10672388506739,48.79935375635121,7.30737012871618,.208567,Sa 28. Feb 20:20:33 CET 2026
42,41.998042,3.49014528,10.1000,35.035970,3.468908,421.6,550,10.575,35.03597000000001,58.06077042174096,23.02480042174095,.657176,58.060791266004074,52.313724393375914,5.747066872628160,.164033,Sa 28. Feb 20:20:38 CET 2026
0,0,0,10.1000,35.035970,3.468908,421.6,550,10.616,35.03597000000001,35.03597000000001,0,0,35.0359705456342,31.00624397558324,4.02972657005096,.115016,Sa 28. Feb 20:21:58 CET 2026
3,2.999860,.24929607,10.1000,35.035970,3.468908,421.6,550,10.616,35.03597000000001,35.86885584183988,.83288584183987,.023772,35.86885654452395,31.551810448591564,4.317046095932386,.123217,Sa 28. Feb 20:22:39 CET 2026
45,44.997902,3.73944136,10.1000,35.035970,3.468908,421.6,550,10.575,35.03597000000001,59.796814373627356,24.760844373627346,.706726,59.79683853344786,54.955475737910284,4.841362795537576,.138182,Sa 28. Feb 20:22:55 CET 2026
6,5.999720,.49859215,10.1000,35.035970,3.468908,421.6,550,10.616,35.03597000000001,36.7842509797452,1.74828097974519,.049899,36.78425188959737,32.14608246238563,4.63816942721174,.132383,Sa 28. Feb 20:35:18 CET 2026
9,8.999580,.74788823,10.1000,35.035970,3.468908,421.6,550,10.616,35.03597000000001,37.79647325182857,2.76050325182856,.078790,37.79647443810498,32.79005551554097,5.00641892256401,.142893,Sa 28. Feb 20:38:16 CET 2026
12,11.999440,.99718431,10.1000,35.035970,3.468908,421.6,550,10.616,35.03597000000001,38.923029152815396,3.887059152815386,.110944,38.92303070715068,33.50660102851155,5.41642967863913,.154596,Sa 28. Feb 21:06:29 CET 2026
15,14.999300,1.24648039,10.1000,35.035970,3.468908,421.6,550,10.616,35.03597000000001,40.185097038609435,5.149127038609425,.146966,40.18509907491899,34.3286971646193,5.85640191029969,.167153,Sa 28. Feb 21:06:32 CET 2026
18,17.999160,1.49577647,10.1000,35.035970,3.468908,421.6,550,10.616,35.03597000000001,41.60751560202958,6.57154560202957,.187565,41.607518270333316,35.26860119644566,6.338917073887656,.180925,Sa 28. Feb 21:06:35 CET 2026
0,0,0,6.8800,27.840800,4.046628,455.9,450,10.493,27.84079999999999,27.84079999999999,0,0,27.840800041007626,26.15667867332273,1.684121367684896,.060491,Sa 28. Feb 21:07:21 CET 2026
21,20.999021,1.74507264,10.1000,35.035970,3.468908,421.6,550,10.616,35.03597000000001,43.21724587620357,8.18127587620356,.233510,43.21724944657721,36.348760683522165,6.868488763055045,.196041,Sa 28. Feb 21:07:24 CET 2026
27,26.998741,2.24366480,10.1000,35.035970,3.468908,421.6,550,10.616,35.03597000000001,47.07789480686456,12.04192480686455,.343701,47.07790118617638,39.350075742768915,7.727825443407465,.220568,Sa 28. Feb 21:07:39 CET 2026
6,8.164545,.49859213,6.8800,27.840800,4.046628,455.9,450,10.493,27.84079999999999,29.230044976129417,1.389244976129427,.049899,29.230045051405362,27.22847698001055,2.001568071394812,.071893,Sa 28. Feb 21:07:47 CET 2026
9,12.246818,.74788823,6.8800,27.840800,4.046628,455.9,450,10.493,27.84079999999999,30.034392008649746,2.193592008649756,.078790,30.034392114129798,27.832451147849525,2.201940966280273,.079090,Sa 28. Feb 21:07:49 CET 2026
3,4.082272,.24929603,6.8800,27.840800,4.046628,455.9,450,10.493,27.84079999999999,28.502640002552642,.661840002552652,.023772,28.502640055723916,26.672120918879024,1.830519136844892,.065749,Sa 28. Feb 21:07:57 CET 2026
24,23.998881,1.99436872,10.1000,35.035970,3.468908,421.6,550,10.616,35.03597000000001,45.03806991821902,10.00209991821901,.285480,45.038074691318315,37.63641675209749,7.401657939220825,.211258,Sa 28. Feb 21:07:57 CET 2026
30,29.998601,2.49296087,10.1000,35.035970,3.468908,421.6,550,10.616,35.03597000000001,49.307001087677094,14.271031087677084,.407325,49.30700957954267,40.848039180605376,8.458970398937294,.241436,Sa 28. Feb 21:08:11 CET 2026
15,20.411364,1.24648043,6.8800,27.840800,4.046628,455.9,450,10.493,27.84079999999999,31.932475908854645,4.091675908854655,.146966,31.93247611767746,29.216970554667874,2.715505563009586,.097536,Sa 28. Feb 21:08:34 CET 2026
12,16.329091,.99718433,6.8800,27.840800,4.046628,455.9,450,10.493,27.84079999999999,30.92959152617159,3.08879152617160,.110944,30.92959167345266,28.492122831125176,2.437468842327484,.087550,Sa 28. Feb 21:08:45 CET 2026
33,32.998461,2.74225695,10.1000,35.035970,3.468908,421.6,550,10.616,35.03597000000001,51.639036041942006,16.603066041941996,.473886,51.639047172238726,42.3824125474824,9.256634624756326,.264203,Sa 28. Feb 21:08:56 CET 2026
45,44.997902,3.73944136,10.1000,35.035970,3.468908,421.6,550,10.616,35.03597000000001,59.796814373627356,24.760844373627346,.706726,59.796838663663515,54.98843496520317,4.808403698460345,.137241,Sa 28. Feb 21:08:56 CET 2026
42,41.998042,3.49014528,10.1000,35.035970,3.468908,421.6,550,10.616,35.03597000000001,58.06077042174096,23.02480042174095,.657176,58.06079140799393,52.35680913811946,5.70398226987447,.162803,Sa 28. Feb 21:08:57 CET 2026
18,24.493637,1.49577653,6.8800,27.840800,4.046628,455.9,450,10.493,27.84079999999999,33.06277932938941,5.22197932938942,.187565,33.0627796317644,30.015553965581574,3.047225666182826,.109451,Sa 28. Feb 21:09:05 CET 2026
39,38.998181,3.24084911,10.1000,35.035970,3.468908,421.6,550,10.616,35.03597000000001,56.10670649082197,21.07073649082196,.601402,56.106723979320286,48.86124909069291,7.245474888627376,.206801,Sa 28. Feb 21:09:16 CET 2026
36,35.998321,2.99155303,10.1000,35.035970,3.468908,421.6,550,10.616,35.03597000000001,53.94496589738178,18.90899589738177,.539702,53.94498008256287,45.05705637578037,8.88792370678250,.253679,Sa 28. Feb 21:09:39 CET 2026
21,28.575910,1.74507263,6.8800,27.840800,4.046628,455.9,450,10.493,27.84079999999999,34.34192770068248,6.50112770068249,.233510,34.3419281437831,30.89386634128303,3.44806180250007,.123849,Sa 28. Feb 21:11:51 CET 2026
24,32.658182,1.99436867,6.8800,27.840800,4.046628,455.9,450,10.493,27.84079999999999,35.78881839331535,7.94801839331536,.285480,35.78881903837178,31.87058501920464,3.91823401916714,.140737,Sa 28. Feb 21:13:04 CET 2026
30,40.822728,2.49296087,6.8800,27.840800,4.046628,455.9,450,10.493,27.84079999999999,39.181062888812534,11.340262888812544,.407325,39.1810642061665,34.12874394459777,5.05232026156873,.181471,Sa 28. Feb 21:13:30 CET 2026
27,36.740455,2.24366477,6.8800,27.840800,4.046628,455.9,450,10.493,27.84079999999999,37.409734430908664,9.568934430908674,.343701,37.40973535424135,32.958692547913685,4.451042806327665,.159874,Sa 28. Feb 21:13:41 CET 2026
33,44.905001,2.74225697,6.8800,27.840800,4.046628,455.9,450,10.493,27.84079999999999,41.03417467564978,13.19337467564979,.473886,41.03417652334554,35.376102848088856,5.658073675256684,.203229,Sa 28. Feb 21:16:20 CET 2026
36,48.987274,2.99155307,6.8800,27.840800,4.046628,455.9,450,10.493,27.84079999999999,42.86654697042623,15.02574697042624,.539702,42.866549537130695,36.623991067423134,6.242558469707561,.224223,Sa 28. Feb 21:16:44 CET 2026
39,53.069547,3.24084917,6.8800,27.840800,4.046628,455.9,450,10.493,27.84079999999999,44.584341293543545,16.743541293543555,.601403,44.5843447868164,37.82967448281338,6.75467030400302,.242617,Sa 28. Feb 21:16:47 CET 2026
42,57.151820,3.49014527,6.8800,27.840800,4.046628,455.9,450,10.493,27.84079999999999,46.13710655417548,18.29630655417549,.657176,46.13711114291422,38.969490862805415,7.167620280108805,.257450,Sa 28. Feb 21:30:49 CET 2026
45,61.234092,3.73944131,6.8800,27.840800,4.046628,455.9,450,10.493,27.84079999999999,47.516628652593056,19.675828652593066,.706726,47.516634458354076,40.079310081067085,7.437324377286991,.267137,Sa 28. Feb 21:32:51 CET 2026
0,0,0,6.8800,27.840800,4.046628,455.9,450,10.534,27.84079999999999,27.84079999999999,0,0,27.84080004142937,26.156692041923623,1.684107999505747,.060490,Sa 28. Feb 21:58:30 CET 2026
6,8.164545,.49859213,6.8800,27.840800,4.046628,455.9,450,10.534,27.84079999999999,29.230044976129417,1.389244976129427,.049899,29.23004505199797,27.228719080422774,2.001325971575196,.071884,Sa 28. Feb 21:59:08 CET 2026
3,4.082272,.24929603,6.8800,27.840800,4.046628,455.9,450,10.534,27.84079999999999,28.502640002552642,.661840002552652,.023772,28.502640056583814,26.67224893728132,1.830391119302494,.065744,Sa 28. Feb 21:59:12 CET 2026
9,12.246818,.74788823,6.8800,27.840800,4.046628,455.9,450,10.534,27.84079999999999,30.034392008649746,2.193592008649756,.078790,30.034392115211237,27.832846153750047,2.201545961461190,.079076,Sa 28. Feb 22:00:00 CET 2026
12,16.329091,.99718433,6.8800,27.840800,4.046628,455.9,450,10.534,27.84079999999999,30.92959152617159,3.08879152617160,.110944,30.929591675198548,28.492726517331917,2.436865157866631,.087528,Sa 28. Feb 22:00:02 CET 2026
21,28.575910,1.74507263,6.8800,27.840800,4.046628,455.9,450,10.534,27.84079999999999,34.34192770068248,6.50112770068249,.233510,34.341928147925415,30.895913030328543,3.446015117596872,.123775,Sa 28. Feb 22:00:44 CET 2026
15,20.411364,1.24648043,6.8800,27.840800,4.046628,455.9,450,10.534,27.84079999999999,31.932475908854645,4.091675908854655,.146966,31.932476120227776,29.217896235909897,2.714579884317879,.097503,Sa 28. Feb 22:00:48 CET 2026
18,24.493637,1.49577653,6.8800,27.840800,4.046628,455.9,450,10.534,27.84079999999999,33.06277932938941,5.22197932938942,.187565,33.06277963517091,30.01700437966908,3.04577525550183,.109399,Sa 28. Feb 22:00:54 CET 2026
30,40.822728,2.49296087,6.8800,27.840800,4.046628,455.9,450,10.534,27.84079999999999,39.181062888812534,11.340262888812544,.407325,39.181064213674674,34.134169469406864,5.046894744267810,.181276,Sa 28. Feb 22:00:58 CET 2026
24,32.658182,1.99436867,6.8800,27.840800,4.046628,455.9,450,10.534,27.84079999999999,35.78881839331535,7.94801839331536,.285480,35.78881904299159,31.873400354023744,3.915418688967846,.140635,Sa 28. Feb 22:01:06 CET 2026
3,4.082272,.24929603,6.8800,27.840800,4.046628,455.9,450,10.575,27.84079999999999,28.502640002552642,.661840002552652,.023772,28.502640057422447,26.67236775257567,1.830272304846777,.065740,Sa 28. Feb 22:01:14 CET 2026
0,0,0,6.8800,27.840800,4.046628,455.9,450,10.575,27.84079999999999,27.84079999999999,0,0,27.840800041837557,26.156703807729226,1.684096234108331,.060490,Sa 28. Feb 22:01:27 CET 2026
6,8.164545,.49859213,6.8800,27.840800,4.046628,455.9,450,10.575,27.84079999999999,29.230044976129417,1.389244976129427,.049899,29.230045052572827,27.228966008139537,2.001079044433290,.071875,Sa 28. Feb 22:01:36 CET 2026
27,36.740455,2.24366477,6.8800,27.840800,4.046628,455.9,450,10.534,27.84079999999999,37.409734430908664,9.568934430908674,.343701,37.40973536243313,32.96286661104989,4.44686875138324,.159724,Sa 28. Feb 22:01:41 CET 2026
36,48.987274,2.99155307,6.8800,27.840800,4.046628,455.9,450,10.534,27.84079999999999,42.86654697042623,15.02574697042624,.539702,42.86654955712171,36.63321454156104,6.23333501556067,.223892,Sa 28. Feb 22:02:15 CET 2026
33,44.905001,2.74225697,6.8800,27.840800,4.046628,455.9,450,10.534,27.84079999999999,41.03417467564978,13.19337467564979,.473886,41.03417653345484,35.383385268748846,5.650791264705994,.202967,Sa 28. Feb 22:02:16 CET 2026
45,61.234092,3.73944131,6.8800,27.840800,4.046628,455.9,450,10.534,27.84079999999999,47.516628652593056,19.675828652593066,.706726,47.51663449348955,40.08871906044982,7.42791543303973,.266799,Sa 28. Feb 22:02:25 CET 2026
39,53.069547,3.24084917,6.8800,27.840800,4.046628,455.9,450,10.534,27.84079999999999,44.584341293543545,16.743541293543555,.601403,44.584344812749634,37.84066502693441,6.743679785815224,.242222,Sa 28. Feb 22:02:41 CET 2026
42,57.151820,3.49014527,6.8800,27.840800,4.046628,455.9,450,10.534,27.84079999999999,46.13710655417548,18.29630655417549,.657176,46.137111180747546,38.98402867502959,7.153082505717956,.256928,Sa 28. Feb 22:03:37 CET 2026
9,12.246818,.74788823,6.8800,27.840800,4.046628,455.9,450,10.575,27.84079999999999,30.034392008649746,2.193592008649756,.078790,30.03439211626062,27.83326135540584,2.20113076085478,.079061,Sa 28. Feb 22:04:13 CET 2026
12,16.329091,.99718433,6.8800,27.840800,4.046628,455.9,450,10.575,27.84079999999999,30.92959152617159,3.08879152617160,.110944,30.92959167690001,28.493337895163595,2.436253781736415,.087506,Sa 28. Feb 22:05:08 CET 2026
15,20.411364,1.24648043,6.8800,27.840800,4.046628,455.9,450,10.575,27.84079999999999,31.932475908854645,4.091675908854655,.146966,31.932476122714785,29.21880462148012,2.713671501234665,.097471,Sa 28. Feb 22:05:32 CET 2026
18,24.493637,1.49577653,6.8800,27.840800,4.046628,455.9,450,10.575,27.84079999999999,33.06277932938941,5.22197932938942,.187565,33.062779638470445,30.018409580853014,3.044370057617431,.109349,Sa 28. Feb 22:06:06 CET 2026
24,32.658182,1.99436867,6.8800,27.840800,4.046628,455.9,450,10.575,27.84079999999999,35.78881839331535,7.94801839331536,.285480,35.78881904753142,31.87622293117292,3.91259611635850,.140534,Sa 28. Feb 22:08:45 CET 2026
21,28.575910,1.74507263,6.8800,27.840800,4.046628,455.9,450,10.575,27.84079999999999,34.34192770068248,6.50112770068249,.233510,34.34192815196216,30.897954144275467,3.443974007686693,.123702,Sa 28. Feb 22:09:12 CET 2026
27,36.740455,2.24366477,6.8800,27.840800,4.046628,455.9,450,10.575,27.84079999999999,37.409734430908664,9.568934430908674,.343701,37.409735370446825,32.966934447676586,4.442800922770239,.159578,Sa 28. Feb 22:10:46 CET 2026
30,40.822728,2.49296087,6.8800,27.840800,4.046628,455.9,450,10.575,27.84079999999999,39.181062888812534,11.340262888812544,.407325,39.18106422102651,34.13960519277651,5.04145902825000,.181081,Sa 28. Feb 22:24:46 CET 2026
33,44.905001,2.74225697,6.8800,27.840800,4.046628,455.9,450,10.575,27.84079999999999,41.03417467564978,13.19337467564979,.473886,41.03417654851755,35.39070672611877,5.64346982239878,.202705,Sa 28. Feb 22:27:02 CET 2026
36,48.987274,2.99155307,6.8800,27.840800,4.046628,455.9,450,10.575,27.84079999999999,42.86654697042623,15.02574697042624,.539702,42.86654957640222,36.642420067459284,6.224129508942936,.223561,Sa 28. Feb 22:52:42 CET 2026
0,0,0,6.8800,27.840800,4.046628,455.9,450,10.616,27.84079999999999,27.84079999999999,0,0,27.840800042235905,26.156720752147624,1.684079290088281,.060489,Sa 28. Feb 22:52:43 CET 2026
6,8.164545,.49859213,6.8800,27.840800,4.046628,455.9,450,10.616,27.84079999999999,29.230044976129417,1.389244976129427,.049899,29.23004505313458,27.22921504855507,2.00083000457951,.071866,Sa 28. Feb 22:53:16 CET 2026
3,4.082272,.24929603,6.8800,27.840800,4.046628,455.9,450,10.616,27.84079999999999,28.502640002552642,.661840002552652,.023772,28.50264005824291,26.67252698323365,1.83011307500926,.065734,Sa 28. Feb 22:53:21 CET 2026
39,53.069547,3.24084917,6.8800,27.840800,4.046628,455.9,450,10.575,27.84079999999999,44.584341293543545,16.743541293543555,.601403,44.58434483797501,37.85158957558006,6.73275526239495,.241830,Sa 28. Feb 22:53:23 CET 2026
42,57.151820,3.49014527,6.8800,27.840800,4.046628,455.9,450,10.575,27.84079999999999,46.13710655417548,18.29630655417549,.657176,46.13711121727958,38.998948652396955,7.138162564882625,.256392,Sa 28. Feb 22:53:24 CET 2026
12,16.329091,.99718433,6.8800,27.840800,4.046628,455.9,450,10.616,27.84079999999999,30.92959152617159,3.08879152617160,.110944,30.929591678567064,28.493963863643838,2.435627814923226,.087484,Sa 28. Feb 22:53:38 CET 2026
9,12.246818,.74788823,6.8800,27.840800,4.046628,455.9,450,10.616,27.84079999999999,30.034392008649746,2.193592008649756,.078790,30.034392117298513,27.83367444201851,2.200717675280003,.079046,Sa 28. Feb 22:53:38 CET 2026
45,61.234092,3.73944131,6.8800,27.840800,4.046628,455.9,450,10.575,27.84079999999999,47.516628652593056,19.675828652593066,.706726,47.51663452704764,40.098062244663986,7.418572282383654,.266464,Sa 28. Feb 22:53:48 CET 2026
15,20.411364,1.24648043,6.8800,27.840800,4.046628,455.9,450,10.616,27.84079999999999,31.932475908854645,4.091675908854655,.146966,31.93247612514666,29.219728505487325,2.712747619659335,.097437,Sa 28. Feb 22:53:50 CET 2026
18,24.493637,1.49577653,6.8800,27.840800,4.046628,455.9,450,10.616,27.84079999999999,33.06277932938941,5.22197932938942,.187565,33.062779641716276,30.019863099867038,3.042916541849238,.109297,Sa 28. Feb 22:53:57 CET 2026
21,28.575910,1.74507263,6.8800,27.840800,4.046628,455.9,450,10.616,27.84079999999999,34.34192770068248,6.50112770068249,.233510,34.34192815591822,30.900026995070856,3.441901160847364,.123627,Sa 28. Feb 22:54:18 CET 2026
33,44.905001,2.74225697,6.8800,27.840800,4.046628,455.9,450,10.616,27.84079999999999,41.03417467564978,13.19337467564979,.473886,41.03417656386341,35.397858738961695,5.636317824901715,.202448,Sa 28. Feb 22:55:01 CET 2026
24,32.658182,1.99436867,6.8800,27.840800,4.046628,455.9,450,10.616,27.84079999999999,35.78881839331535,7.94801839331536,.285480,35.78881905197008,31.878988584400773,3.909830467569307,.140435,Sa 28. Feb 22:55:05 CET 2026
27,36.740455,2.24366477,6.8800,27.840800,4.046628,455.9,450,10.616,27.84079999999999,37.409734430908664,9.568934430908674,.343701,37.40973537834862,32.97107346051827,4.43866191783035,.159430,Sa 28. Feb 22:55:08 CET 2026
30,40.822728,2.49296087,6.8800,27.840800,4.046628,455.9,450,10.616,27.84079999999999,39.181062888812534,11.340262888812544,.407325,39.181064230009675,34.14509349595508,5.035970734054595,.180884,Sa 28. Feb 22:55:38 CET 2026
36,48.987274,2.99155307,6.8800,27.840800,4.046628,455.9,450,10.616,27.84079999999999,42.86654697042623,15.02574697042624,.539702,42.86654959542157,36.65149083141818,6.21505876400339,.223235,Sa 28. Feb 22:55:47 CET 2026
39,53.069547,3.24084917,6.8800,27.840800,4.046628,455.9,450,10.616,27.84079999999999,44.584341293543545,16.743541293543555,.601403,44.58434486229527,37.86248003324435,6.72186482905092,.241439,Sa 28. Feb 22:55:55 CET 2026
0,0,0,6.8800,27.840800,4.046628,455.9,500,10.493,27.84079999999999,27.84079999999999,0,0,27.840800040981602,26.166332835808493,1.674467205173109,.060144,Sa 28. Feb 22:56:10 CET 2026
3,4.082272,.24929603,6.8800,27.840800,4.046628,455.9,500,10.493,27.84079999999999,28.502640002552642,.661840002552652,.023772,28.502640055613725,26.682297676865055,1.820342378748670,.065383,Sa 28. Feb 22:56:12 CET 2026
42,57.151820,3.49014527,6.8800,27.840800,4.046628,455.9,450,10.616,27.84079999999999,46.13710655417548,18.29630655417549,.657176,46.137111252403784,39.014151348024406,7.122959904379378,.255846,Sa 28. Feb 22:56:39 CET 2026
6,8.164545,.49859213,6.8800,27.840800,4.046628,455.9,500,10.493,27.84079999999999,29.230044976129417,1.389244976129427,.049899,29.23004505134854,27.239530744640916,1.990514306707624,.071496,Sa 28. Feb 22:57:55 CET 2026
45,61.234092,3.73944131,6.8800,27.840800,4.046628,455.9,450,10.616,27.84079999999999,47.516628652593056,19.675828652593066,.706726,47.516634559537685,40.10748410736057,7.409150452177115,.266125,Sa 28. Feb 22:58:23 CET 2026
9,12.246818,.74788823,6.8800,27.840800,4.046628,455.9,500,10.493,27.84079999999999,30.034392008649746,2.193592008649756,.078790,30.0343921139596,27.844549144346285,2.189842969613315,.078655,Sa 28. Feb 23:01:23 CET 2026
12,16.329091,.99718433,6.8800,27.840800,4.046628,455.9,500,10.493,27.84079999999999,30.92959152617159,3.08879152617160,.110944,30.929591673089675,28.505145294193312,2.424446378896363,.087082,Sa 28. Feb 23:01:25 CET 2026
15,20.411364,1.24648043,6.8800,27.840800,4.046628,455.9,500,10.493,27.84079999999999,31.932475908854645,4.091675908854655,.146966,31.932476117027555,29.230363513015504,2.702112604012051,.097055,Sa 28. Feb 23:03:40 CET 2026
18,24.493637,1.49577653,6.8800,27.840800,4.046628,455.9,500,10.493,27.84079999999999,33.06277932938941,5.22197932938942,.187565,33.06277963075845,30.028194562584435,3.034585068174015,.108997,Sa 28. Feb 23:17:49 CET 2026
21,28.575910,1.74507263,6.8800,27.840800,4.046628,455.9,500,10.493,27.84079999999999,34.34192770068248,6.50112770068249,.233510,34.34192814238443,30.909236662928762,3.432691479455668,.123297,Sa 28. Feb 23:19:59 CET 2026
27,36.740455,2.24366477,6.8800,27.840800,4.046628,455.9,500,10.493,27.84079999999999,37.409734430908664,9.568934430908674,.343701,37.40973535000329,32.97779153903102,4.43194381097227,.159188,Sa 28. Feb 23:45:34 CET 2026
30,40.822728,2.49296087,6.8800,27.840800,4.046628,455.9,500,10.493,27.84079999999999,39.181062888812534,11.340262888812544,.407325,39.181064201948665,34.15241910337413,5.028645098574535,.180621,Sa 28. Feb 23:45:57 CET 2026
33,44.905001,2.74225697,6.8800,27.840800,4.046628,455.9,500,10.493,27.84079999999999,41.03417467564978,13.19337467564979,.473886,41.0341765153895,35.3968092099451,5.6373673054444,.202485,Sa 28. Feb 23:45:58 CET 2026
0,0,0,6.8800,27.840800,4.046628,455.9,500,10.534,27.84079999999999,27.84079999999999,0,0,27.84080004140409,26.166295066522157,1.674504974881933,.060145,Sa 28. Feb 23:45:59 CET 2026
24,32.658182,1.99436867,6.8800,27.840800,4.046628,455.9,500,10.493,27.84079999999999,35.78881839331535,7.94801839331536,.285480,35.788819036641286,31.89094482317073,3.897874213470556,.140005,Sa 28. Feb 23:46:00 CET 2026
3,4.082272,.24929603,6.8800,27.840800,4.046628,455.9,500,10.534,27.84079999999999,28.502640002552642,.661840002552652,.023772,28.502640056476235,26.68239219820795,1.820247858268285,.065380,Sa 28. Feb 23:46:01 CET 2026
6,8.164545,.49859213,6.8800,27.840800,4.046628,455.9,500,10.534,27.84079999999999,29.230044976129417,1.389244976129427,.049899,29.230045051941953,27.23972519229039,1.990319859651563,.071489,Sa 28. Feb 23:46:03 CET 2026
42,57.151820,3.49014527,6.8800,27.840800,4.046628,455.9,500,10.493,27.84079999999999,46.13710655417548,18.29630655417549,.657176,46.13711108648889,38.996449009959605,7.140662076529285,.256481,Sa 28. Feb 23:46:07 CET 2026
36,48.987274,2.99155307,6.8800,27.840800,4.046628,455.9,500,10.493,27.84079999999999,42.86654697042623,15.02574697042624,.539702,42.866549513583266,36.643275374086755,6.223274139496511,.223530,Sa 28. Feb 23:46:13 CET 2026
39,53.069547,3.24084917,6.8800,27.840800,4.046628,455.9,500,10.493,27.84079999999999,44.584341293543545,16.743541293543555,.601403,44.58434475015328,37.8516415434375,6.73270320671578,.241828,Sa 28. Feb 23:46:30 CET 2026
