Force_Target_N,Force_Actual_N,force_rescaled_N,Aspect_Ratio_a_b,muscle_b_cm,muscle_a_cm,Volume_cm3,surface_area_cm2,traction_N_cm2,Am,Rho,Initial_Length_cm,Final_Length_cm,Elongation_cm,Strain
27,2.53318,1.5974326978900555,6.88,30.05402,4.368317,573.5,19.082193412489,0.13275098649519362,550,10.493,30.05402,30.426317064352865,0.372297064352865,0.012387
15,1.407322,0.8874624698047626,6.88,30.05402,4.368317,573.5,19.082193412489,0.0737505364073571,550,10.493,30.05402,30.25864033284001,0.20462033284001,0.006808
36,3.377573,2.129910053652172,6.88,30.05402,4.368317,573.5,19.082193412489,0.17700129785863247,550,10.493,30.05402,30.554481230763898,0.500461230763898,0.016652
33,3.096109,1.9524178119327018,6.88,30.05402,4.368317,573.5,19.082193412489,0.16225121153911187,550,10.493,30.05402,30.511526447645338,0.457506447645334,0.015222
42,3.940502,2.4848951676948183,6.88,30.05402,4.368317,573.5,19.082193412489,0.20650152290255072,550,10.493,30.05402,30.64110172529919,0.58708172529919,0.019534
45,4.221966,2.662387409414288,6.88,30.05402,4.368317,573.5,19.082193412489,0.22125160922207132,550,10.493,30.05402,30.684771765771316,0.630751765771316,0.020987
0,0.0,0.0,7.9533,33.103591,4.162246,573.5,17.324291764515998,0.0,550,10.493,33.103591,33.10359100000002,2e-14,0.0
3,0.255535,0.17749238136623247,7.9533,33.103591,4.162246,573.5,17.324291764515998,0.014750097924545033,550,10.493,33.103591,33.14819196150493,0.04460096150493,0.001347
6,0.51107,0.35498476273246493,7.9533,33.103591,4.162246,573.5,17.324291764515998,0.029500195849090066,550,10.493,33.103591,33.193028632846136,0.089437632846136,0.002701
9,0.766605,0.5324771440986974,7.9533,33.103591,4.162246,573.5,17.324291764515998,0.044250293773635097,550,10.493,33.103591,33.23810306188398,0.13451206188398,0.004063
12,1.02214,0.7099695254649299,7.9533,33.103591,4.162246,573.5,17.324291764515998,0.05900039169818013,550,10.493,33.103591,33.28341744164942,0.17982644164942,0.005432
15,1.277676,0.8874626014224369,7.9533,33.103591,4.162246,573.5,17.324291764515998,0.07375054734514254,550,10.493,33.103591,33.32897411529091,0.22538311529091,0.006808
24,2.044281,1.419939745521134,7.9533,33.103591,4.162246,573.5,17.324291764515998,0.11800084111877762,550,10.493,33.103591,33.46711790607776,0.36352690607776,0.010981
27,2.299816,1.5974321268873666,7.9533,33.103591,4.162246,573.5,17.324291764515998,0.13275093904332266,550,10.493,33.103591,33.51366479663589,0.41007379663589,0.012387
18,1.533211,1.0649549827886693,7.9533,33.103591,4.162246,573.5,17.324291764515998,0.08850064526968757,550,10.493,33.103591,33.3747748716788,0.2711838716788,0.008191
33,2.810887,1.9524175842111064,7.9533,33.103591,4.162246,573.5,17.324291764515998,0.16225119261483012,550,10.493,33.103591,33.607520457588485,0.503929457588485,0.015222
30,2.555352,1.7749252028448739,7.9533,33.103591,4.162246,573.5,17.324291764515998,0.14750109469028508,550,10.493,33.103591,33.560464913168,0.456873913168,0.013801
21,1.788746,1.2424473641549016,7.9533,33.103591,4.162246,573.5,17.324291764515998,0.1032507431942326,550,10.493,33.103591,33.42082210648589,0.31723110648589,0.009582
36,3.066422,2.1299099655773386,7.9533,33.103591,4.162246,573.5,17.324291764515998,0.17700129053937513,550,10.493,33.103591,33.654833879391184,0.551242879391184,0.016652
42,3.577493,2.484895422901078,7.9533,33.103591,4.162246,573.5,17.324291764515998,0.20650154411088256,550,10.493,33.103591,33.750243791872755,0.646652791872755,0.019534
39,3.321957,2.307402346943571,7.9533,33.103591,4.162246,573.5,17.324291764515998,0.19175138846392015,550,10.493,33.103591,33.702407463499924,0.598816463499924,0.018089
45,3.833028,2.6623878042673104,7.9533,33.103591,4.162246,573.5,17.324291764515998,0.2212516420354276,550,10.493,33.103591,33.79834498784846,0.69475398784846,0.020987
0,0.0,0.0,9.0267,36.018861,3.990258,573.5,15.922158906563999,0.0,550,10.493,36.018861,36.01886100000001,1e-14,0.0
3,0.234853,0.1774920767639532,9.0267,36.018861,3.990258,573.5,15.922158906563999,0.014750072611270105,550,10.493,36.018861,36.06738976930957,0.048528769309564,0.001347
9,0.70456,0.5324769860500435,9.0267,36.018861,3.990258,573.5,15.922158906563999,0.04425028063936362,550,10.493,36.018861,36.16521892208642,0.14635792208642,0.004063
6,0.469707,0.3549849092860903,9.0267,36.018861,3.990258,573.5,15.922158906563999,0.029500208028093517,550,10.493,36.018861,36.11617473600505,0.09731373600505,0.002701
