# timestamp;hostname;version;nRanks;rankNo;durationAssembleBoundaryConditions;n;durationComputeMappingBetweenMeshes;n;durationInitCellml;n;durationMap;n;durationMapFinalize;n;durationMapPrepare;n;durationParaview1D;n;durationParaview1DInit;n;durationParaview1DReduction;n;durationParaview1DWrite;n;durationParaview2D;n;durationParaview2D3DInit;n;durationParaview3D;n;durationParaview3DInit;n;durationParaview3DReduction;n;durationParaview3DWrite;n;durationParaviewOutput;n;durationReadGeometry;n;durationSetRightHandSide;n;durationSetStiffnessMatrix;n;durationWriteOutput;n;durationWriteOutputParaview;n;durationWriteOutputPythonCallback;n;duration_0D;n;duration_1D;n;duration_3D;n;duration_3D_advanceTimeSpan1;n;duration_3D_advanceTimeSpan2;n;duration_3D_durationSolve;n;duration_3D_transfer12;n;duration_3D_transfer21;n;duration_mechanics;n;duration_mechanics_durationSolve;n;anonymous0_preconditionerType;anonymous0_solverType;currentSimulationTime;diffusionSolver_preconditionerType;diffusionSolver_solverType;dt_0D;dt_1D;dt_3D;dt_splitting;endTime;exit;exit_signal;mechanicsSolver_preconditionerType;mechanicsSolver_solverType;memoryData;memoryPage;memoryResidentSet;memoryVirtual;nInstancesComputedGlobally;scenarioName;totalUsertime;~nDofs;~nDofsmuscle_quadratic;~nElements;~nElementsmuscle_quadratic;~nNodes;~nNodesmuscle_quadratic;
2025/12/1 17:46:42;cmcs09;opendihu 1.5, built Aug  7 2025, C++ 201402, GCC 12.2.0;1;0;1.9635e-05;18;0.0174102;9;0.158962;18;0.248058;18036;0.287033;1001;0.00669134;1001;1.28533;2004;0.000197159;12;3.136e-06;2;0.378477;1001;0.00808665;2004;1.7029e-05;10;2.07692;2004;0.000297838;13;1.0127e-05;3;1.0991;1003;3.39549;2004;3.465e-06;1;1.9e-06;18;0.00131394;18;5.06263;5043;3.4108;2004;1.64258;1002;2.51863;200002;0.238457;99999;446.777;2002;4.38853;1001;449.33;1001;404.762;1000;0.43739;1001;0.189314;1001;0.537989;1;0.526622;1;lu;preonly;100.000000;none;cg;0.0005;0.001;0.1;0.001;100;normal;;lu;preonly;1404751872;4096;967266304;1723211776;9;default;454.17;30;275;29;20;30;275;
