  TimeWindow  Iteration  ResRel(Displacement)  ResRel(Velocity)  ResAbs(Traction)  ResRel(Displacement)  ResRel(Velocity)  ResAbs(Traction)
   325       1   8.20926465e-02   3.79303165e-02   5.78661811e-04   7.85525841e-02   0.00000000e+00   4.20546875e-04
   325       2   6.70200306e-04   5.13254167e-03   7.52789711e-06   1.19311300e+00   1.18725097e+00   6.05710913e-05
   325       3   1.39294686e-03   1.47362673e-02   5.85629945e-06   1.17315035e+00   1.18469146e+00   1.50209433e-04
   325       4   7.55427156e-04   9.19737937e-03   1.50206462e-06   9.50766253e-01   1.14337690e+00   4.00808222e-05
   325       5   9.05257488e-04   1.10161194e-02   1.27283650e-06   1.08051273e+00   1.19205318e+00   5.85612459e-04
   325       6   7.27501352e-04   8.53206771e-03   1.13098869e-06   1.16250726e+00   1.18489316e+00   3.27313019e-04
   325       7   7.37175624e-04   8.63941428e-03   1.13172495e-06   1.16281792e+00   1.18503211e+00   3.40942926e-04
   325       8   6.79567664e-04   8.27069555e-03   8.99801428e-07   1.06874489e+00   1.17646500e+00   2.73603797e-04
   325       9   6.59554318e-04   8.02860706e-03   8.69534101e-07   1.05293371e+00   1.17440888e+00   2.62285052e-04
   325      10   1.95559586e-04   2.38077348e-03   2.40682155e-07   8.74424528e-01   1.12994816e+00   7.87083140e-05
   325      11   2.81712673e-06   3.42859973e-05   3.45752717e-09   5.58336166e-01   1.00263878e+00   1.01716633e-06
   325      12   3.15180236e-03   3.95590881e-02   3.20361132e-10   1.01931985e-01   1.29762739e+00   7.22285145e-05
   325      13   5.71475228e-07   6.95363382e-06   8.28369260e-10   1.20916057e-01   1.53930083e+00   1.72072445e-08
   325      14   1.53422377e-06   1.86685988e-05   2.20143856e-09   1.04623969e-01   1.33189723e+00   7.55353501e-08
   325      15   3.15263651e-03   3.95695577e-02   1.38184623e-09   9.66990980e-02   1.23101104e+00   2.55144406e-05
   325      16   3.15263170e-03   3.95694974e-02   1.37479731e-09   9.66828344e-02   1.23080400e+00   2.53858603e-05
   325      17   3.15258343e-03   3.95688915e-02   1.25532951e-09   9.67780362e-02   1.23201595e+00   2.61997283e-05
   325      18   3.15269123e-03   3.95702446e-02   1.15669980e-09   9.87433376e-02   1.25703487e+00   4.26724776e-05
   325      19   3.15270861e-03   3.95704627e-02   1.14801893e-09   9.89354193e-02   1.25948014e+00   4.42594582e-05
   325      20   3.15261329e-03   3.95692663e-02   1.09558707e-09   9.76847749e-02   1.24355903e+00   3.39007171e-05
   325      21   3.15242901e-03   3.95669534e-02   1.07574162e-09   9.61961825e-02   1.22460876e+00   2.16163087e-05
   325      22   3.15241265e-03   3.95667480e-02   1.06228681e-09   9.61057575e-02   1.22345762e+00   2.08621960e-05
   325      23   3.15250702e-03   3.95679325e-02   1.07535357e-09   9.65782780e-02   1.22947296e+00   2.47592070e-05
   325      24   3.15244222e-03   3.95671191e-02   9.80463608e-10   9.60299929e-02   1.22249311e+00   2.02435192e-05
   325      25   3.15264277e-03   3.95696364e-02   1.34566878e-09   9.76763798e-02   1.24345215e+00   3.37145695e-05
   326       1   7.59184431e-02   3.74594357e-02   6.11122847e-04   7.28316676e-02   0.00000000e+00   5.14173728e-04
   326       2   1.39390884e-03   1.82868586e-02   6.00625075e-06   1.43159801e+00   1.22482548e+00   9.36074753e-06
   326       3   1.53558188e-03   2.01900378e-02   3.38264472e-07   1.08694771e+00   1.16706111e+00   2.37757701e-05
   326       4   1.50065626e-03   1.97546295e-02   2.39907519e-08   9.89512798e-01   1.14576505e+00   6.41941960e-06
   326       5   1.48012373e-03   1.94723458e-02   6.61653419e-09   2.11900917e-01   6.48570795e-01   1.21814992e-05
   326       6   1.47933629e-03   1.94609489e-02   1.68492160e-08   1.24164520e-01   1.70481501e+00   2.05649947e-05
   326       7   1.47952004e-03   1.94651023e-02   1.17483564e-10   3.14504501e-01   7.88615880e-01   2.12516670e-05
   326       8   1.47904839e-03   1.94579400e-02   1.20011247e-10   1.82535737e-01   5.93292968e-01   2.14223850e-05
   326       9   1.47858503e-03   1.94511685e-02   3.87471973e-11   1.20430864e-01   1.65355082e+00   2.16580636e-05
   326      10   1.47898094e-03   1.94568554e-02   2.28677146e-11   1.50933717e-01   5.28084503e-01   2.15207302e-05
   326      11   1.47910962e-03   1.94612448e-02   9.77811625e-12   4.74777403e-01   9.31286811e-01   2.11888678e-05
   326      12   1.47843597e-03   1.94556453e-02   1.18388326e-11   6.93028633e-01   1.04878405e+00   2.09693780e-05
   326      13   1.67152684e-03   2.04679539e-02   1.52462862e-09   1.20935819e+00   1.18770976e+00   1.49554472e-05
   326      14   1.59702064e-03   2.09556692e-02   9.68130168e-11   1.43701402e+00   1.22048057e+00   1.39191386e-05
   326      15   1.58785337e-03   2.08851961e-02   2.34692982e-11   1.37905134e+00   1.73946543e+00   1.38589045e-05
   326      16   1.58736785e-03   2.08807678e-02   7.57971530e-12   3.57979253e-01   4.56981193e+00   1.38443527e-05
   326      17   1.58694768e-03   2.08767705e-02   9.18242297e-12   1.16006863e-01   1.59280800e+00   1.38428183e-05
   326      18   1.58653343e-03   2.08722727e-02   1.39388174e-11   1.85538680e-01   6.13972316e-01   1.38391802e-05
   326      19   1.58667532e-03   2.08737678e-02   1.43910761e-11   1.27679098e-01   4.87814080e-01   1.38420430e-05
   326      20   1.58680558e-03   2.08756619e-02   8.26181693e-12   1.56649007e-01   5.55451490e-01   1.38426102e-05
   326      21   1.58703817e-03   2.08787363e-02   1.37972252e-11   1.58914107e-01   5.60332996e-01   1.38449803e-05
   326      22   1.58841947e-03   2.08968463e-02   2.60914270e-11   1.49222801e-01   5.39064711e-01   1.38569966e-05
   326      23   1.59601877e-03   2.09961637e-02   2.19848429e-11   1.13751629e-01   1.56184299e+00   1.39221139e-05
   326      24   1.59643544e-03   2.10022472e-02   2.27138944e-11   1.40944266e-01   5.20115580e-01   1.39265811e-05
   326      25   4.20588929e-07   5.53645760e-06   4.14751527e-10   9.14502770e-01   1.12447407e+00   1.37664524e-07
   327       1   7.31824480e-02   1.31873469e-01   4.97986894e-04   4.48515323e-01   4.95452623e-01   1.21908725e-02
   327       2   1.37376460e-04   1.66253241e-04   1.73517912e-07   1.18424585e+00   1.18362907e+00   9.07996437e-05
   327       3   9.99563375e-03   1.62208072e-02   2.56475791e-07   1.18703499e+00   1.18333403e+00   1.20313999e-02
   327       4   9.60134555e-03   1.68760605e-02   1.40317200e-07   1.18739027e+00   1.18319629e+00   1.11750250e-02
   327       5   8.54441583e-03   1.80857982e-02   1.80405245e-07   1.18812973e+00   1.18264802e+00   9.33159744e-03
   327       6   8.13298917e-03   1.78723747e-02   7.09929202e-08   1.18811917e+00   1.18238041e+00   8.66439143e-03
   327       7   1.09538690e-03   1.47175592e-02   1.19533908e-08   1.27740095e+00   1.08488274e+00   1.03268280e-03
   327       8   6.87087387e-04   9.23148457e-03   2.35078618e-08   1.26829567e+00   1.08321327e+00   6.03011991e-04
   327       9   2.78778667e-04   3.83234128e-03   3.27536258e-09   1.47627247e+00   8.86011179e-01   1.42826459e-04
   327      10   1.73930556e-04   2.28458504e-03   2.77821650e-09   1.23239668e+00   1.10786651e+00   1.05966616e-04
   327      11   3.46791817e-05   4.77882583e-04   7.68017054e-10   1.84249593e+00   3.25467184e-01   4.38871583e-07
   327      12   1.36303137e-05   1.87852853e-04   8.96272025e-11   8.03064023e-02   5.61709800e-02   1.52434837e-06
   327      13   2.82583509e-06   3.89453119e-05   2.33401150e-11   2.28888121e-02   1.47166994e-02   4.07074236e-07
   327      14   2.19160318e-07   3.02043576e-06   7.06807978e-11   1.02018929e-02   6.44472816e-03   7.53389525e-08
   327      15   1.04640142e-08   1.44213344e-07   1.79686534e-12   7.73102263e-04   4.81986074e-04   8.84747674e-09
   328       1   6.95025722e-02   7.00987932e-02   5.88153210e-04   1.23149741e+00   6.98246932e-01   3.16428587e-03
   328       2   2.41290042e-04   2.21612541e-03   2.50472194e-05   1.19599777e+00   1.19330622e+00   7.81296597e-05
   328       3   2.46062395e-03   3.54691148e-02   3.39362671e-06   9.96778531e-01   1.14012556e+00   2.08912498e-03
   328       4   6.31243295e-04   9.09035802e-03   4.29129572e-08   5.83639471e-01   1.72359797e+00   1.04392400e-04
   328       5   2.93673008e-05   4.22794712e-04   6.05828269e-09   2.42737989e-01   3.94954107e+00   1.31724807e-05
   328       6   2.18124795e-06   3.13995078e-05   6.79823594e-11   1.67421939e-02   5.27056286e-02   4.66702498e-07
   328       7   2.01216444e-07   2.89652936e-06   2.67338332e-11   7.09556699e-04   2.07854825e-03   1.24110020e-07
   329       1   6.64967947e-02   3.62770466e-02   6.74282675e-04   5.13735364e-01   1.23136863e+00   6.46223471e-04
   329       2   1.06041998e-04   1.39790261e-03   2.39175838e-06   1.21103941e+00   1.22256311e+00   4.99320905e-07
   329       3   3.14009700e-03   4.71019886e-02   1.27529363e-06   7.29999776e-01   9.07321006e-01   3.19355784e-03
   329       4   9.62371787e-04   1.43986886e-02   7.35637218e-07   1.72540093e+00   1.25176037e+00   4.75510559e-04
   329       5   6.65491622e-05   9.99394439e-04   1.20678572e-08   3.59300162e-01   1.72120683e+00   4.60235287e-05
   329       6   2.49614853e-06   3.74943427e-05   1.53972087e-09   1.71761251e-02   2.24352569e-01   2.11169602e-06
   329       7   1.77768967e-07   2.67022327e-06   2.01492833e-10   2.68989370e-04   4.35357432e-03   5.76382241e-08
   330       1   6.36395368e-02   3.42627978e-02   7.02077193e-04   5.88497959e-02   8.59657491e-01   1.79350689e-04
   330       2   6.45826926e-05   1.01552475e-03   2.31517356e-05   9.94115290e-01   1.54381422e+00   1.03649689e-06
   330       3   8.17536573e-05   1.26133440e-03   4.33767158e-06   1.29281890e+00   1.18504029e+00   7.47870362e-05
   330       4   4.87775502e-04   7.65467394e-03   7.15374581e-07   4.63758949e-01   8.09056979e-01   5.01236067e-04
   330       5   7.80857494e-06   1.22531664e-04   1.97767132e-08   5.57048007e-03   8.60903333e-02   7.91956704e-06
   330       6   1.09613189e-07   1.72005975e-06   2.39419124e-10   1.25040678e-06   4.34383176e-04   1.09588427e-07
   331       1   6.09636363e-02   3.73140252e-02   6.74175337e-04   8.89894950e-02   2.97773036e-01   4.89233406e-04
   331       2   1.33101191e-04   2.18081087e-03   1.16173557e-05   1.84637746e-01   1.86550266e+00   2.79125414e-06
   331       3   3.08635013e-05   4.97987034e-04   2.81112288e-06   1.29786997e+00   1.19473985e+00   2.68627372e-05
   331       4   1.30995894e-04   2.14668167e-03   3.74222509e-07   2.38539473e-01   9.19057344e-01   1.56447495e-04
   331       5   2.20923940e-06   3.61964331e-05   8.79405347e-09   1.11142103e-02   1.22980348e-01   2.03027637e-06
   331       6   1.92346494e-06   3.15147572e-05   9.73436949e-11   6.06707899e-03   6.81706228e-02   1.75679198e-06
   331       7   6.27857952e-07   1.02871394e-05   4.10533367e-10   1.03119246e-01   5.56004110e-01   5.56097209e-07
   331       8   1.26726183e-07   2.07626451e-06   5.79186885e-11   1.63113848e-02   1.83293637e-01   1.44422605e-07
   331       9   1.77437630e-07   2.90710698e-06   5.28221830e-11   1.71520553e-02   1.92737240e-01   2.19429726e-07
   331      10   1.88382601e-08   3.08642386e-07   5.79571701e-12   1.75738286e-02   1.97481255e-01   1.89303806e-08
   331      11   6.14303110e-10   1.00646560e-08   2.09461454e-12   1.64639111e-02   1.85009681e-01   7.14720654e-10
   331      12   2.22650383e-09   3.64787924e-08   1.70303108e-12   1.58457503e-02   1.78063190e-01   2.39104372e-09
   331      13   2.86846758e-09   4.69967168e-08   5.35284673e-13   1.54081024e-02   1.73145219e-01   3.19241705e-09
   331      14   4.05951822e-09   6.65108285e-08   1.14489521e-12   1.51844181e-02   1.70631592e-01   4.49840726e-09
   331      15   5.07431773e-09   8.31372344e-08   2.54649450e-12   1.51427161e-02   1.70162967e-01   5.65285525e-09
   331      16   6.04431390e-09   9.90295945e-08   2.27783243e-12   1.50844201e-02   1.69507873e-01   6.66544744e-09
   331      17   6.90546140e-09   1.13138601e-07   7.44488619e-13   1.49967187e-02   1.68522346e-01   7.54978737e-09
   331      18   7.64692506e-09   1.25286736e-07   1.17927700e-12   1.48743485e-02   1.67147242e-01   8.40250455e-09
   331      19   8.14857949e-09   1.33505842e-07   3.22709666e-12   1.47970079e-02   1.66278144e-01   8.98335485e-09
   331      20   8.90407333e-09   1.45883817e-07   4.20333130e-12   1.47745262e-02   1.66025509e-01   9.72716923e-09
   331      21   9.25993307e-09   1.51714278e-07   2.80126803e-12   1.46055064e-02   1.64126188e-01   1.01680251e-08
   331      22   9.71705244e-09   1.59203708e-07   7.45096482e-13   1.45867953e-02   1.63915925e-01   1.06370109e-08
   331      23   9.75089747e-09   1.59758270e-07   1.36041133e-12   1.44888674e-02   1.62815480e-01   1.06336132e-08
   331      24   1.01164254e-08   1.65747072e-07   1.97118235e-12   1.44700793e-02   1.62604353e-01   1.10104131e-08
   331      25   1.03035466e-08   1.68812905e-07   6.37697604e-13   1.43749527e-02   1.61535388e-01   1.13070031e-08
   332       1   5.84795516e-02   3.12207312e-02   6.52250604e-04   8.17182825e-02   0.00000000e+00   6.00914860e-04
   332       2   4.79053066e-05   5.56285476e-04   4.43576748e-06   1.17294863e+00   1.18072022e+00   2.77666444e-06
   332       3   3.90408104e-03   1.65930884e-02   1.99514708e-06   1.19340120e+00   1.19028084e+00   4.99423743e-03
   332       4   6.94476888e-04   1.05504293e-02   7.16224938e-07   1.22471533e+00   1.19389243e+00   8.62230736e-04
   332       5   1.81260629e-04   3.09001438e-03   4.56287498e-07   1.77545680e+00   1.22192156e+00   2.33803515e-04
   332       6   6.84624283e-05   1.16801965e-03   5.13160140e-08   2.97432496e+00   1.28828789e+00   8.01941466e-05
   332       7   8.82040709e-06   1.50612079e-04   5.87987746e-08   1.43608050e+00   1.51658792e+00   8.56150477e-06
   332       8   6.76955202e-06   1.15634155e-04   5.84537355e-08   7.89737460e-02   4.45164979e-01   1.72465029e-06
   332       9   7.02111773e-06   1.19918387e-04   2.89130520e-08   1.80026189e-01   1.03277679e+01   1.27374206e-07
   332      10   7.56575801e-06   1.29248593e-04   4.27040121e-08   2.63876354e-01   8.39917718e-01   1.27556748e-06
   332      11   7.63651419e-06   1.30436161e-04   3.94461893e-08   4.78350284e-02   5.85233145e-01   2.28715798e-06
   332      12   7.11579711e-06   1.21531132e-04   3.62347671e-08   2.85016058e-01   3.05690557e+00   2.19183426e-06
   332      13   6.42638144e-06   1.09759731e-04   3.34439491e-08   1.98782985e-01   6.56064015e+00   1.94424802e-06
   332      14   2.58979707e-06   4.42349378e-05   1.41037270e-08   5.00752089e-02   6.12520649e-01   7.20408291e-07
   332      15   4.71037642e-08   8.04531004e-07   9.92456512e-11   1.28571426e-01   5.34443305e+00   8.78896757e-09
   332      16   1.28344252e-08   2.19225611e-07   7.40259110e-12   3.77697428e-02   4.62194037e-01   4.07212953e-09
   332      17   1.99265411e-08   3.40370713e-07   2.43806032e-11   3.31810709e-02   4.06041546e-01   9.20944111e-09
   332      18   1.93170176e-08   3.29961833e-07   8.77127994e-11   6.58755590e-02   3.93619803e-01   8.09451073e-09
   332      19   3.18534271e-09   5.44088836e-08   1.79782760e-11   3.87823893e-02   4.74585193e-01   1.86673730e-09
   332      20   7.72896196e-10   1.32019826e-08   4.95644211e-12   3.51735717e-02   4.30423509e-01   2.03614489e-10
   332      21   1.87669967e-09   3.20564312e-08   8.16775269e-12   3.30731061e-02   4.04719954e-01   1.51804838e-09
   332      22   1.68526922e-09   2.87866508e-08   4.58854392e-12   3.18524843e-02   3.89783158e-01   8.25247533e-10
   332      23   1.39847938e-09   2.38879060e-08   2.22322929e-12   3.16919408e-02   3.87818539e-01   7.57845491e-10
   332      24   1.62911043e-09   2.78273761e-08   6.26399633e-12   3.19415364e-02   3.90872881e-01   1.02075443e-09
   332      25   1.74942228e-09   2.98824731e-08   2.81699980e-12   3.18204353e-02   3.89390938e-01   9.84829875e-10
   333       1   5.61552672e-02   2.75937367e-02   6.56011491e-04   7.55454547e-02   0.00000000e+00   6.68715139e-04
   333       2   1.62410457e-04   3.36697233e-04   3.23115514e-06   1.18728099e+00   1.18562217e+00   4.43139483e-07
   333       3   2.05766959e-03   1.03292210e-02   2.83573748e-07   1.19395117e+00   1.18904803e+00   1.80389961e-03
   333       4   3.24550671e-03   2.57631591e-02   1.48348811e-06   1.20432315e+00   1.19635204e+00   3.45439276e-03
   333       5   1.15034998e-03   1.87755545e-02   1.32530998e-06   1.22770921e+00   1.18982384e+00   2.23308162e-04
   333       6   6.25268935e-04   1.11169695e-02   3.31668029e-07   1.04434046e+00   1.20455712e+00   7.13522197e-04
   333       7   6.26537066e-05   1.11457630e-03   6.84345933e-08   2.09131776e-01   7.98596031e-01   3.05033382e-05
   333       8   5.83815109e-05   1.02301390e-03   2.94009533e-08   1.32405270e+00   1.20474657e+00   1.51014236e-05
   333       9   6.81278362e-05   1.13838149e-03   4.28251389e-08   1.24102540e+00   1.19458443e+00   2.35883283e-05
   333      10   7.56125307e-05   1.26623546e-03   2.74490917e-08   1.24274970e+00   1.19509879e+00   4.92722650e-05
   333      11   9.50106374e-05   1.58060767e-03   9.77368987e-08   1.23980233e+00   1.19507974e+00   9.53075671e-05
   333      12   1.48514400e-05   2.60662860e-04   4.44137925e-08   1.33299233e+00   1.20434149e+00   1.53486888e-06
   333      13   3.46842008e-06   6.16739399e-05   2.35027615e-09   1.15507207e+00   1.58328920e+00   3.71561619e-06
   333      14   1.53782558e-03   2.77848939e-02   4.12413534e-11   5.04802818e-02   6.68312179e-01   5.54630870e-05
   333      15   6.05194600e-07   1.07642658e-05   5.51776935e-10   6.85527561e-02   9.07650761e-01   7.01729506e-07
   333      16   6.57387166e-08   1.16923751e-06   2.84068363e-10   7.45149390e-02   9.86364179e-01   7.11981088e-10
   333      17   4.54452733e-08   8.08298446e-07   2.49042234e-10   7.33935991e-02   9.71519288e-01   9.44745556e-09
   333      18   1.54723132e-08   2.75205881e-07   1.96081627e-11   5.87536072e-02   7.77724333e-01   8.11046588e-09
   333      19   5.87686345e-08   1.04533534e-06   6.19962530e-11   5.29627965e-02   7.01080820e-01   6.07986135e-08
   333      20   5.74623852e-08   1.02208895e-06   4.85559758e-11   5.67831968e-02   7.51651069e-01   6.12845964e-08
   333      21   5.85161810e-08   1.04084393e-06   5.31951159e-11   5.32671888e-02   7.05109200e-01   6.24978298e-08
   333      22   8.05118296e-08   1.43214385e-06   1.61404657e-10   8.83825931e-02   4.66518806e-01   7.33227589e-08
   333      23   2.97401559e-08   5.28989571e-07   3.08798975e-11   5.76405323e-02   7.62993661e-01   3.78444205e-08
   333      24   1.13026415e-08   2.01048943e-07   1.19468862e-12   6.71897730e-02   3.86707263e-01   7.06785736e-09
   333      25   9.26836298e-09   1.64865224e-07   4.90387905e-12   8.43841205e-02   4.52636374e-01   5.01873851e-09
   334       1   5.39876305e-02   2.64215742e-02   6.69037879e-04   1.57140841e-01   3.91725463e-01   4.04896996e-05
   334       2   3.28372281e-04   5.01325853e-03   4.68429271e-06   1.13494827e+00   1.15573412e+00   1.73902278e-05
   334       3   4.44188925e-04   3.70791139e-03   6.94654142e-07   1.16501484e+00   1.17299818e+00   3.94002470e-04
   334       4   3.39465419e-04   2.68145933e-03   5.49897547e-08   1.16614633e+00   1.17351778e+00   1.80134422e-05
   334       5   3.42849548e-04   2.77948096e-03   3.64769666e-09   1.16562523e+00   1.17324188e+00   4.06613310e-05
   334       6   3.46875209e-04   2.76047346e-03   2.99563110e-08   1.16593621e+00   1.17338861e+00   5.46636734e-05
   334       7   3.42208897e-04   2.79248364e-03   2.58419006e-08   1.16612907e+00   1.17383645e+00   4.98053623e-05
   334       8   3.25992015e-04   3.18232022e-03   5.37542176e-08   1.16426572e+00   1.17395429e+00   1.35564667e-05
   334       9   3.11894952e-04   4.29087401e-03   5.72833964e-08   1.15669268e+00   1.17351219e+00   4.99825492e-05
   334      10   2.87494690e-04   5.32339527e-03   1.81049638e-08   1.00319578e+00   1.16238464e+00   2.38915910e-05
   334      11   2.81930693e-04   5.22189026e-03   8.49427110e-09   7.28186060e-01   1.15219743e+00   9.52184349e-06
   334      12   2.81585015e-04   5.21103418e-03   1.29416268e-09   4.90321435e-02   6.43405054e-01   9.53128282e-06
   334      13   2.81507810e-04   5.20968076e-03   9.76531895e-11   6.98098924e-02   7.49498832e-01   1.08183053e-05
   334      14   2.81499951e-04   5.20938572e-03   1.07393409e-11   2.60002286e-02   4.52897227e-01   1.07846403e-05
   334      15   2.81495519e-04   5.20926167e-03   3.39241081e-12   1.31180705e-02   2.79486213e-01   1.08127044e-05
   334      16   2.81495291e-04   5.20925494e-03   7.60477782e-12   1.23380590e-02   2.66469321e-01   1.08092632e-05
   334      17   2.81495696e-04   5.20927128e-03   8.38303379e-12   1.50690527e-02   3.10587509e-01   1.08145733e-05
   334      18   2.81495677e-04   5.20925356e-03   7.45889470e-13   9.68793640e-03   2.19419412e-01   1.08179053e-05
   334      19   2.81495674e-04   5.20925378e-03   4.14711331e-12   9.77040423e-03   2.20955425e-01   1.08186041e-05
   334      20   2.81496386e-04   5.20926709e-03   7.52323079e-12   9.81077277e-03   2.21706426e-01   1.08202605e-05
   334      21   2.81496270e-04   5.20926495e-03   7.16624561e-12   9.80954602e-03   2.21683743e-01   1.08203234e-05
   334      22   2.81496557e-04   5.20927013e-03   4.72514359e-12   9.77221042e-03   2.20990322e-01   1.08207449e-05
   334      23   2.81497174e-04   5.20928153e-03   1.91928665e-11   9.76417205e-03   2.20841841e-01   1.08224379e-05
   334      24   2.81496806e-04   5.20927453e-03   1.22808250e-11   9.71037710e-03   2.19839914e-01   1.08215536e-05
   334      25   2.81495770e-04   5.20925557e-03   5.28633244e-11   9.77157547e-03   2.20977837e-01   1.08181195e-05
   335       1   5.19270031e-02   2.56383213e-02   6.81630280e-04   4.23524745e-02   1.48002273e+00   6.49824085e-04
   335       2   7.54816595e-04   1.43746402e-02   1.69095200e-05   1.44559696e+00   1.17598603e+00   5.66666577e-05
   335       3   9.36519157e-04   1.80245042e-02   3.99131819e-06   1.02992797e+00   1.17270378e+00   2.85564242e-04
   335       4   7.82781578e-04   1.50475777e-02   2.08334509e-06   2.37819824e+00   1.26314680e+00   4.39416871e-05
   335       5   7.29135878e-04   1.40476312e-02   1.17374152e-06   8.57576728e-01   1.16758756e+00   1.48857432e-04
   335       6   6.68701619e-04   1.28729652e-02   4.18728315e-07   5.69560091e-01   1.11627735e+00   3.00141493e-05
   335       7   6.42684374e-04   1.23650928e-02   1.60615671e-07   1.66318506e-01   8.78733742e-01   7.41931644e-05
   335       8   6.36321099e-04   1.22389877e-02   5.47334878e-08   1.82983704e-01   2.25430800e+00   3.11292804e-05
   335       9   6.32779335e-04   1.21722857e-02   1.84854079e-08   7.53940987e-03   1.29018193e-01   2.60746940e-05
   335      10   6.27635204e-04   1.20738973e-02   9.91284134e-09   5.12533060e-02   4.88135421e-01   2.45212819e-05
   335      11   6.29183741e-04   1.21035388e-02   2.35561706e-09   3.61469576e-02   3.88255044e-01   2.52240535e-05
   335      12   6.29758260e-04   1.21145926e-02   1.08322168e-09   3.62354646e-02   3.89018014e-01   2.53743425e-05
   335      13   6.29513696e-04   1.21098873e-02   1.12419084e-09   3.61766188e-02   3.88573498e-01   2.53619378e-05
   335      14   1.17223944e-06   2.25487089e-05   3.36508359e-09   4.93342260e-02   1.68359101e+00   3.11011715e-07
   335      15   8.82794754e-07   1.69813943e-05   9.70509612e-10   2.38964485e-02   4.87701264e-01   2.74333152e-07
   335      16   6.76368840e-09   1.30108338e-07   1.36671788e-10   2.21344819e-04   3.29451800e-03   7.71239916e-09
   336       1   4.99775679e-02   2.49913728e-02   7.02031599e-04   6.31947285e-02   2.80806546e-01   5.77646619e-04
   336       2   6.66205170e-05   1.33308993e-03   1.39049819e-05   7.03121725e-01   1.03646990e+00   2.89883171e-06
   336       3   1.62415622e-04   3.25224686e-03   8.10757342e-07   9.63894645e-01   1.17142058e+00   2.69006719e-04
   336       4   9.98923660e-05   1.99950342e-03   1.63026458e-07   7.86022651e-01   1.14905103e+00   1.48942892e-04
   336       5   2.68963833e-05   5.37712508e-04   4.81821800e-08   3.31514929e-01   9.98183731e-01   4.28872785e-05
   336       6   8.44977933e-07   1.68851970e-05   1.19818351e-08   1.77149596e-02   2.79236473e-01   1.19072832e-06
   336       7   4.85501322e-07   9.70192705e-06   2.82748332e-09   1.51662388e-02   2.39130529e-01   4.54677821e-07
   336       8   1.77705138e-07   3.55116758e-06   8.70002654e-10   1.37525238e-02   2.17479607e-01   2.86894709e-07
   336       9   2.86979054e-08   5.73494855e-07   5.51424596e-11   1.05667605e-02   1.67176258e-01   4.20540153e-08
   336      10   3.90098963e-08   7.79589193e-07   1.48031596e-11   6.29686811e-02   4.94713771e-01   2.27722573e-08
   336      11   7.26302137e-08   1.45141197e-06   2.26897472e-11   1.28685504e-02   2.03658989e-01   9.78739111e-08
   336      12   3.98170901e-09   7.95689468e-08   2.16338136e-13   1.25938852e-02   1.99294868e-01   6.38423732e-09
   336      13   1.22757932e-09   2.45315534e-08   8.47605074e-13   1.20376624e-02   1.90488729e-01   2.12669207e-09
   336      14   1.11076132e-09   2.21971393e-08   1.26592531e-12   1.17467108e-02   1.85883201e-01   1.79034780e-09
   336      15   1.12016610e-09   2.23851041e-08   1.02944186e-12   1.15841941e-02   1.83311182e-01   1.50318607e-09
   336      16   9.59158715e-10   1.91675904e-08   9.43388810e-13   1.14431550e-02   1.81079132e-01   1.53471303e-09
   336      17   1.03017124e-09   2.05866914e-08   3.65131184e-12   1.14064200e-02   1.80497810e-01   1.65135784e-09
   336      18   9.48866109e-10   1.89619246e-08   4.23935605e-12   1.12694253e-02   1.78329749e-01   1.48844864e-09
   336      19   1.11564178e-09   2.22947367e-08   3.57510797e-13   1.12227066e-02   1.77590406e-01   1.60070441e-09
   336      20   1.34238021e-09   2.68258328e-08   2.99422854e-12   1.11861083e-02   1.77011231e-01   1.78963262e-09
   336      21   1.47311072e-09   2.94383306e-08   5.98729440e-13   1.11512481e-02   1.76459524e-01   1.99623288e-09
   336      22   1.42484670e-09   2.84738483e-08   1.08807377e-12   1.10547400e-02   1.74932118e-01   1.91355151e-09
   336      23   1.63693589e-09   3.27121976e-08   4.06395781e-13   1.10459180e-02   1.74792537e-01   2.21997520e-09
   336      24   1.86246177e-09   3.72190676e-08   6.47912233e-13   1.10148444e-02   1.74300726e-01   2.52927510e-09
   336      25   2.01719348e-09   4.03112057e-08   4.20199248e-13   1.09732113e-02   1.73641865e-01   2.73513331e-09
   337       1   4.81220617e-02   2.55221671e-02   7.05152453e-04   5.94400329e-02   0.00000000e+00   6.69424174e-04
   337       2   2.01076923e-04   3.95579608e-03   7.72055764e-06   1.27089895e+00   1.18829339e+00   1.51061304e-06
   337       3   6.04343770e-04   7.19113079e-03   1.84091839e-06   1.17338575e+00   1.18630711e+00   1.04137513e-03
   337       4   5.29085551e-04   1.10012047e-02   9.30854281e-07   9.81057733e-01   1.18524512e+00   9.23019633e-04
   337       5   2.32207543e-04   4.07105628e-03   6.57704744e-07   1.15565717e+00   1.18296593e+00   1.49095191e-04
   337       6   1.72134857e-04   3.58012410e-03   1.44245222e-07   9.30628321e-01   1.15847166e+00   1.57230551e-05
   337       7   1.67930140e-04   3.44844040e-03   1.31351606e-07   1.09745938e+00   1.17795852e+00   1.41833739e-05
   337       8   1.60932778e-04   3.32975110e-03   1.37945074e-07   1.06992644e+00   1.17512737e+00   1.25806030e-05
   337       9   1.24461709e-04   2.58855987e-03   1.46060395e-07   9.12347654e-01   1.15652995e+00   1.27139235e-06
