# timestamp;hostname;version;nRanks;rankNo;durationAssembleBoundaryConditions;n;durationComputeMappingBetweenMeshes;n;durationInitCellml;n;durationMap;n;durationMapFinalize;n;durationMapPrepare;n;durationParaview1D;n;durationParaview1DInit;n;durationParaview1DReduction;n;durationParaview1DWrite;n;durationParaview2D;n;durationParaview2D3DInit;n;durationParaview3D;n;durationParaview3DInit;n;durationParaview3DReduction;n;durationParaview3DWrite;n;durationParaviewOutput;n;durationReadGeometry;n;durationSetRightHandSide;n;durationSetStiffnessMatrix;n;durationWriteOutput;n;durationWriteOutputParaview;n;durationWriteOutputPythonCallback;n;duration_0D;n;duration_1D;n;duration_3D;n;duration_3D_advanceTimeSpan1;n;duration_3D_advanceTimeSpan2;n;duration_3D_durationSolve;n;duration_3D_transfer12;n;duration_3D_transfer21;n;duration_mechanics;n;duration_mechanics_durationSolve;n;anonymous0_preconditionerType;anonymous0_solverType;currentSimulationTime;diffusionSolver_preconditionerType;diffusionSolver_solverType;dt_0D;dt_1D;dt_3D;dt_splitting;endTime;exit;exit_signal;mechanicsSolver_preconditionerType;mechanicsSolver_solverType;memoryData;memoryPage;memoryResidentSet;memoryVirtual;nInstancesComputedGlobally;scenarioName;totalUsertime;~nDofs;~nDofsmuscle_quadratic;~nElements;~nElementsmuscle_quadratic;~nNodes;~nNodesmuscle_quadratic;
2025/12/1 18:46:14;cmcs09;opendihu 1.5, built Aug  7 2025, C++ 201402, GCC 12.2.0;1;0;0.000110256;72;0.954138;36;0.265973;72;1.06312;72144;1.73329;1001;0.0126508;1001;6.91763;2004;0.000996419;12;3.474e-06;2;3.27077;1001;0.0312642;2004;2.5615e-05;10;10.9493;2004;0.0019087;13;1.6816e-05;3;8.63516;1003;17.9711;2004;5.226e-06;1;7.699e-06;72;0.00673301;72;24.9388;5151;17.9891;2004;6.93982;1002;19.6084;200002;1.8928;99999;5238.41;2002;29.8542;1001;5250.4;1001;4918.37;1000;3.20611;1001;0.756928;1001;0.103728;1;0.0323204;1;lu;preonly;100.000000;none;cg;0.0005;0.001;0.1;0.001;100;normal;;lu;preonly;7121735680;4096;6682001408;7440195584;36;default;5283.52;60;1701;59;160;60;1701;
